Código Postal,Municipio,Estado,Siglas Plaza,LU,MA,MI,JU,VI,SA,DO,Periodicidad,Es Ocurre Forzoso,Reexpedición,Garantía Máxima
14653,TLALPAN,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
14654,TLALPAN,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
14655,TLALPAN,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
14657,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14658,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14659,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14700,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14710,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14720,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14730,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14734,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14735,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14737,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14738,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14739,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14740,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14748,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14749,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14750,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,TERRESTRE
14760,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14780,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14790,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
14900,TLALPAN,CIUDAD DE MEXICO,MXO,,X,,X,,X,,SEMANAL,No,No,2 DIAS
15000,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15010,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15020,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15100,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15120,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15200,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15210,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15220,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15230,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15240,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15241,ESTACION AEREA MEXICO DF,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15250,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15260,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15270,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,,,DIARIA,Si,No,DIA SIG.
15280,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15290,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15299,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15300,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15309,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15310,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15320,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15330,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15339,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15340,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15350,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15370,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15380,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15390,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15400,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15410,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15420,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15430,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15440,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15450,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15460,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15470,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15500,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15510,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15520,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15530,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15540,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15600,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15610,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15620,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15630,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15640,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15650,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15660,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15670,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15680,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15700,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15710,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
15720,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15730,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15740,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15750,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15800,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15810,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15820,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15830,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15840,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15850,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15860,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15870,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15909,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
15940,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15950,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15960,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15968,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15970,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15980,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
15990,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,AMX,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
16000,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16010,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16019,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16020,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16029,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16030,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,2 DIAS
16034,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16035,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16036,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16038,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16039,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16040,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16050,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16057,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16058,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16059,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16060,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16070,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16080,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16090,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
16095,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16098,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16099,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16100,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16105,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16200,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16210,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16220,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16240,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16244,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16247,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16248,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16300,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,TERRESTRE
16310,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,TERRESTRE
16320,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,TERRESTRE
16330,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,TERRESTRE
16340,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,TERRESTRE
16400,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16410,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16420,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16428,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16429,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16430,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
16440,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16450,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16459,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16500,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16510,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,TERRESTRE
16514,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16515,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16520,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16530,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16550,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16600,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16606,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16609,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16610,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16617,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16620,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,TERRESTRE
16629,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16630,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16640,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16710,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16720,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16739,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16740,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16749,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16750,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16770,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16776,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16780,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16797,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16799,XOCHIMILCO,CIUDAD DE MEXICO,MXO,X,,X,,X,,,SEMANAL,No,No,2 DIAS
16800,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16808,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16810,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16813,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16840,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16860,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16870,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16880,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16889,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
16900,XOCHIMILCO,CIUDAD DE MEXICO,MXO,,X,,X,,,,SEMANAL,No,Si,TERRESTRE
20000,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20010,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20016,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20018,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20020,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20029,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20030,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20040,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20049,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20050,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20059,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20060,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20064,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20070,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20078,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20080,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20089,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20100,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20110,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20115,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20116,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
20117,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20118,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20119,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20120,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20123,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20124,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20126,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20127,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20129,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20130,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20135,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20136,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20137,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20138,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20140,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20146,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20149,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20150,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20157,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20158,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20159,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
20160,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
20164,AGUASCALIENTES,AGUASCALIENTES,AGU,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
